Категория,Цена,Готовность в течении,Биоматериал,Название,Описание 
Другие,890,5,Сыворотка,IgE Прилокаин / Цитанест (с100),"Аллергия на прилокаин особенно опасна для тех пациентов, которым предстоит лечение зубов с местной анестезией, так как данный препарат получил широкое распространение в стоматологии."
Другие,890,4,Сыворотка,IgE Пчела медоносная (i1),"Аллергия на пчелу домашнюю является одной из самых распространенных. Столь же часто встречается повышенная чувствительность к яду ос. Апитоксин, или секрет желез пчелы домашней, — сложное вещество, состоящее из белков, минеральных веществ и аминокислоты."
Другие,890,4,Сыворотка,IgE Райграс (g5),"Аллергия на райграс называется также сенной лихорадкой, или поллинозом. Симптомы возникают при попадании пыльцы растения в верхние дыхательные пути. Наиболее острые реакции характерны в период с конца мая по конец июля — время цветения райграса."
Другие,890,5,Сыворотка,IgE Рак речной (f320),"Аллергия на речного рака занимает одно из лидирующих мест по распространенности. Ракообразных относят к облигатным аллергенам — продуктам, которые чаще всего вызывают реакцию. При чувствительности к мясу рака следует с большой осторожностью употреблять в пищу речную рыбу и морепродукты, так как высок риск перекрестной реакции."
Другие,890,4,Сыворотка,IgE Сельдь (f205),"Аллергия на сельдь проявляется в результате избытка такого биологически активного вещества, как гистамин. Данное соединение является причиной многих аллергических реакций, так как при попадании большого количества в кровь провоцирует отек кожи, ее покраснение, жжение, расширяет сосуды."
Другие,890,4,Сыворотка,IgE Смородина красная (rf322),"Аллергия на красную смородину распространена незначительно, поэтому при повышенной сенсибилизации ягоды исключают не сразу. Симптомы обычные, выражаются в крапивнице, зуде, атопическом дерматите, расстройстве кишечника. Возможна сильная реакция, поэтому при подозрении на аллергию нужно сразу убрать из рациона красную смородину, компоты и прочие жидкости, продукты на основе ягоды."
Другие,890,4,Сыворотка,IgE Соевые бобы (f14),Аллергия на сою диагностируется в короткие сроки. Степень остроты реакции зависит от индивидуальных особенностей организма.
Другие,890,5,Сыворотка,IgE Ставрида (f60),"Аллергия на морскую рыбу (ставриду или какую-либо другую) встречается гораздо чаще, чем на мясные продукты. Симптомами являются тошнота, рвота, изжога, головная боль. Иногда начинаются проблемы с дыхательными путями: астма, ринит."
Другие,890,5,Сыворотка,IgE Стафилококковый энтеротоксин А (m80),"Анализ на стафилококковый энтеротоксин A (СЭА, или SEA) сдают при отравлении, которое вызвано употреблением зараженных продуктов."
Другие,890,5,Сыворотка,IgE Стафилококковый энтеротоксин В (m81),"Анализ на энтеротоксин B необходим при пищевом токсикозе. Он может стать следствием употребления пищи, зараженной болезнетворными бактериями (например, мяса, рыбы, молочных продуктов, кондитерских изделий)."
Другие,890,4,Сыворотка,IgE Стрептомицин (с295),"Стрептомицин - аминогликозидный антибиотик I поколения, образуется в процессе жизнедеятельности лучистых грибов Streptomyces. Обладает бактериостатическим действием, вызывает остановку роста и развития микробных клеток. В больших концентрациях – повреждает цитоплазматические мембраны микроорганизмов, проявляет бактерицидное действие."
Другие,890,4,Сыворотка,IgE Сульфаметоксазол (с58),"Сульфаметоксазол – антибактериальный препарат, применяемый для лечения инфекционных заболеваний мочеполовой системы, ЛОР-органов, ЖКТ, кожи и мягких тканей. Может вызывать нежелательные реакции, которые часто принимаются за аллергию."
Другие,890,4,Сыворотка,IgE Сыворотка молока коровы (f236),"Аллергия на молоко коровы развивается как в детском, так и взрослом возрасте. Сегодня причины заболевания до конца не изучены. Многие эксперты указывают на значительную роль наследственного фактора."
Другие,890,4,Сыворотка,IgE Творог (f232),"Творог - кисломолочный продукт, получаемый сквашиванием молока с последующим удалением сыворотки. Как правило, творог не вызывает аллергической реакции только при отсутствии аллергии к белку коровьего молока."
Другие,890,4,Сыворотка,IgE Тимьян (f273),Аллергия на тимьян (чабрец) возможна не только при употреблении растения как приправы. Организм также реагирует на ароматические масла из тимьяна. Из-за большой распространенности чабреца в средней полосе возможно развитие аллергии в пору цветения полукустарника.
Другие,890,4,Сыворотка,IgE Тмин (f265),"Аллергия на тмин вынуждает ограничить употребление в пищу многих продуктов, в состав которых входит пряность, и умеренно использовать его при готовке. Полный отказ от тмина показан при сильнейших реакциях организма, когда симптомы проявляются мгновенно или в течение нескольких часов."
Другие,890,4,Сыворотка,IgE Фасоль стручковая (f315),"Аллергия на зеленую фасоль чаще всего бывает перекрестной. Она наблюдается при сверхчувствительности (сенсибилизации) иммунной системы к белкам бобовых: сои, гороха, арахиса, чечевицы и других представителей семейства."
Другие,890,4,Сыворотка,IgE Хек (f307),Аллергия на хека относится к числу самых распространенных видов повышенной чувствительности (сенсибилизации) к рыбе и морепродуктам. Симптомы нарушения зачастую можно спутать с признаками пищевого отравления или кожных заболеваний.
Другие,890,4,Сыворотка,IgE Цефаклор (c7),"Как проявляется аллергия на лекарства и каким образом с ней бороться, необходимо узнать как можно раньше. Такая информация поможет избежать проблем с самочувствием. Она особенно важна для больных, которые испытывают приступы удушья, теряют сознание и падают в обморок."
Другие,890,4,Сыворотка,IgE Цефалоспорин (с206),"Цефалоспорины – B-лактамные антибиотики широкого спектра действия, часто используемые для  лечения инфекционных заболеваний. Имеют перекрестную аллергенную реактивность с препаратами группы пенициллинового ряда. В связи с этим нередко вызывают аллергические реакции у пациентов с чувствительностью к цефалоспоринам."
Другие,890,4,Сыворотка,IgE Черемуха (t38),"Определение специфических IgE, появляющихся при наличии аллергической реакции на черемуху."
Другие,890,4,Сыворотка,IgE Эстрагон (f272),"Аллергия на приправу эстрагон развивается в двух случаях. Первый — при употреблении растения в пищу. Второй — при оседании пыльцы на слизистых оболочках носа, глаз и ротовой полости, в бронхах при вдыхании. Приправа также способна вызвать реакцию, если пыльца попала на кожу."
Другие,890,4,Сыворотка,IgE Ячмень (f6),"Аллергия на ячмень часто вызывает перекрестные реакции на другие растения семейства: пшеницу, овес, рожь, кукурузу. При появлении симптомов необходимо исключить продукты, содержащие зерна или муку злаковых, а также как можно меньше находиться на улице в период цветения растений."
Другие,1790,3,Кровь,LE-клетки,"LE-клетки или клетки красной волчанки представляют собой нейтрофилы, которые содержат в себе ядра погибших клеток, прошедшие фагоцитоз, с прикрепившимися к ним антиядерными антителами."
Другие,12990,4,Сыворотка,"NASH-Фибротест (стеатоз, фиброз/цирроз печени)","Это комплекс тестов, который используют для диагностики и наблюдения за состоянием печени, при наличии НАСГ, стеатоза и фиброза/цирроза печени с помощью одного стандартного образца крови: NashTest 2 - оценивает воспаление печени, как количественную оценку стеатогепатита и прогнозирование исхода заболевания печени."
Другие,790,1,Кровь,"АТ к антигенам эритроцитов, включая АТ к Rh-антигену","Метод скринингового исследования крови на присутствие антиэритроцитарных аллоиммунных антител, позволяет, помимо антител к резус-фактору RH1(D), выявить в исследуемой сыворотке аллоиммунные антитела и к другим эритроцитарным антигенам."
Другие,1590,7,Сыворотка,"АТ к ядерным антигенам (ANA), колич","Антитела к ядерным антигенам (ANA) – это гетерогенная группа аутоантител, направленных против компонентов собственных ядер. Они являются маркером аутоиммунных заболеваний и определяются для их диагностики, оценки активности и контроля за их лечением."
Другие,1490,6,Суточная моча,Адреналин (суточная моча),"Адреналин – относится к катехоламинам. Вещество синтезируется надпочечниками из норадреналина. Большой выброс адреналина наблюдается при стрессовых ситуациях. В результате вещество повышает выброс глюкозы в кровь, усиливает частоту сердечных сокращений, усиливает кровоток и повышает артериальное давление. Это также может приводить к спазмам скелетных мышц, органов пищеварительной системы, сосудов кожи."
Другие,990,4,Сыворотка,Аллерген w12 – золотарник IgE (ImmunoCAP),"Золотарник - довольно распространённое растение, которое произростает в Северном полушарии с умеренным климатом. Оно пользуется большим спросом у пчел во время цветения, так как имеет яркие крупные кистевидные соцветия и выраженный аромат. Поэтому примеси пыльцы активно встречаются в продуктах пчеловодства. Также пользуется популярностью в медицинских фитосборах."
Другие,1190,1,Разовая порция мочи,Альбумин-креатининовое соотношение (АКС),"Альбуминурия в разовой порции мочи - определение концентрации альбумина и креатинина и расчет их соотношения. Показатель соотношения альбумин/креатинин используют для ранней диагностики, оценки прогрессирования и контроля лечения хронических заболеваний почек."
Другие,690,3,Сыворотка,Альфа-фетопротеин,"Альфа-фетопротеин - это эмбриональный белок, который указывает на состояние плода во время беременности и является онкомаркером для взрослого человека."
Другие,1990,3,Сыворотка,Анализ HCV определение генотипа,Определение специфических антител к вирусу гепатита С : Anti-HCV. Позволяет непосредственно выявить генетический материал вируса в сыворотке крови и тканях человеческого организма; оценить репликативную активность вируса в тканях; количественно определить концентрацию вируса в сыворотке крови; установить генотип вируса и вести наблюдение за изменчивостью HCV.
Другие,2190,5,Кал,Анализ кала на кальпротектин,"Кальпротектин – это белок, вырабатывающийся в лейкоцитах, его концентрация в кале прямо пропорционально числу лейкоцитов, попавших в кишечник. Определение количества кальпротектина в кале – исследование, позволяющее диагностировать воспалительные заболевания кишечника."
Другие,1190,1,Сыворотка,Антиген CA 15-3,"СА 15-3 является маркером рака молочной железы, и его концентрация возрастает совместно с увеличением опухоли. Он также может умеренно повышаться при колоректальном раке, раке лёгких, поджелудочной железы, печени, яичников, шейки матки и эндометрия, циррозе печени, доброкачественных образованиях молочной железы. Видно, что чувствительность этого онкомаркера для выявления рака молочной железы на ранних стадиях низкая. Поэтому этот анализ не может заменить стандартный способ скрининга рака груди – маммографию."
Другие,790,1,Сыворотка,Антиген CA 19-9,"Антиген CA 19-9 - это опухолевый маркер, который используется в диагностике рака поджелудочной железы."
Другие,990,1,Сыворотка,Антиген СА 125,"СА 125 – это высокомолекулярный гликопротеин, который обнаруживается на опухолевых клетках эпителия яичников, а также в норме в клетках эндометрия, брюшины, плевры, перикарда и яичек. Высокая концентрация онкомаркера СА 125 II часто указывает на злокачественное новообразование яичников и реже некоторых других тканей. Само по себе наличие CA 125 не всегда указывает строго на онкологию яичников – незначительные количества CA 125 вырабатываются различными тканями организма, а также раковыми опухолями другой этиологии (эндометрия, желудочно-кишечного тракта, фаллопиевых труб, легких и желудочно-кишечного тракта)."
Другие,1290,5,Сыворотка,Антиген СА 72-4,"Раковый антиген СА 72-4 – это высокомолекулярный муциноподобный гликопротеин, который вырабатывается во многих тканях плода и в норме практически не обнаруживается у взрослого человека. Производство СА 72-4 увеличивается практически у всех пациентов со злокачественными опухолями железистого генеза, особенно при раке желудка, муцинозном раке яичников. СА 72-4 продуцируется опухолевыми клетками и поступает в кровоток, что делает его эффективным маркером опухоли, позволяющим следить за течением заболевания."
Другие,1890,5,Кал,Антиген лямблий (Giardia intestinalis) в кале,"Анализ представляет собой исследование кала в целях выявления в нем специфических молекул (антигенов), присутствующих только в клетках лямблий. Лямблии – это паразитирующие в тонкой кишке и иногда в желчном пузыре простейшие, вызывающие развитие лямблиоза."
Другие,1990,7,Сыворотка,Антиген плоскоклеточной карциномы,"Это белок, продуцируемый клетками плоскоклеточного рака, количественное определение которого позволяет оценить эффективность проведенной терапии и выявить рецидив новообразования, а также может быть использовано в качестве независимого прогностического маркера. Плоскоклеточная карцинома – злокачественная эпителиальная опухоль, которая может развиваться в шейке матки, ротовой полости, пищеводе, голове и шее, легких, анусе и коже. Антиген плоскоклеточной карциномы – гликопротеин из семейства игибиторов сериновых протеаз."
Другие,990,1,Сыворотка,"Антитела к вирусу гепатита С, суммарные (Anti-HCV) (метод ИХЛА)","Тест на антитела гепатита С позволяет выявить вирус в острой или хронической форме. Это дает возможность своевременно предупредить или остановить цирроз печени, почечную недостаточность, карциномы."
Другие,1490,8,Сыворотка,"Антитела к возбудителю коклюша, IgM","Исследование, направленное на выявление специфических антител класса IgМ к возбудителю коклюша (Bordetella pertussis), для диагностики острой и текущей инфекции."
Другие,890,4,Сыворотка,"Антитела к микоплазме (Mycoplasma hominis), IgM","Исследование, направленное на выявление специфических антител класса IgM к возбудителю урогенитального микоплазмоза (Mycoplasma hominis) для диагностики острого и текущего инфицирования."
Другие,2190,5,Сыворотка,"Антитела к шигеллам (Shigella flexneri 1-V, V1), РПГА,","Антитела к возбудителям бактериальной дизентерии (Shigella flexneri 1-5-го серотипов, Shigella flexneri 6-го серотипа) – это специфические белки-иммуноглобулины, вырабатываемые иммунной системой в ответ на инфицирование шигеллами и обеспечивающие иммунную защиту."
Другие,2190,5,Сыворотка,"Антитела к шигеллам (Shigella sonnei), РПГА,","Антитела к возбудителям бактериальной дизентерии (Shigella sonnei) – это специфические белки-иммуноглобулины, вырабатываемые иммунной системой в ответ на инфицирование шигеллами и обеспечивающие иммунную защиту."
Другие,790,1,Сыворотка,"Антитела к ядерному (cor) антигену вируса гепатита В, суммарные","Вирусный гепатит В (HBV) – инфекционное заболевание печени, вызванное ДНК-содержащим вирусом гепатита В. Среди всех причин развития острого гепатита и хронической вирусной инфекции вирус гепатита В считается одной из самых распространенных в мире."
Другие,590,1,Кровь с цитратом,Антитромбин III,"Антитромбин III – специфический белок системы свертывания крови. Основной его функцией является инактивация нескольких основных факторов свертывания, в том числе тромбина, и недопущение повышенного образования кровяных сгустков (тромбов)."
Другие,590,1,Кровь,Базофильная зернистость эритроцитов,"Исследование, направленное на определение эритроцитов с патологической базофильной зернистостью, возникающих в результате токсического воздействия солей тяжелых металлов, лекарственных препаратов на систему кроветворения, а также при анемиях и талассемиях."
Другие,3490,21,Сыворотка,Белок S-100,"Определение в крови белка S-100, используемое для диагностики, оценки прогноза и контроля лечения некоторых онкологических, неврологических, воспалительных и других заболеваний"
Другие,1490,5,Сыворотка,Бета2-микроглобулин,"Бета-2-микроглобулин является белком, который находится на поверхности практически всех клеток организма. Он присутствует в большинстве физиологических жидкостей. Его содержание в крови увеличивается при раковых заболеваниях, таких как миелома, лейкемия и лимфома, а также при воспалительных процессах."
Другие,290,1,Сыворотка,"Билирубин и его фракции (общий, прямой, непрямой)","Анализ, в ходе которого определяется содержание в крови желчных пигментов и их фракций. Они являются метаболитами распада гемоглобина, и их уровень повышается при усиленном разрушении эритроцитов, нарушении функции печени и желчевыводящих путей."
Другие,2890,8,Кал,Биохимический анализ кала на дисбактериоз,"Биохимический анализ кала на дисбактериоз – исследование кала, предоставляющее возможность оценки активности работы желудочно-кишечного тракта (ЖКТ), а также предоставляющее возможность дифференциальной диагностики различных заболеваний. С помощью исследования можно обнаружить сложные вещества и летучие смеси, указывающие на изменение состава кишечной микрофлоры, вызванное нарушением функций различных отделов ЖКТ."
Другие,490,1,Сыворотка,ВИЧ (антитела и антигены) (метод ИХЛА),"Вирус иммунодефицита человека (ВИЧ) относится к семейству РНК-содержащих ретровирусов. ВИЧ атакует клетки иммунной системы с CD4-рецепторами, которые вирус использует для внедрения в клетку, - Т-лимфоциты, макрофаги, моноциты и некоторые другие типы CD4+ клеток. Вирусная нагрузка на организм растет по мере уничтожения иммунокомпетентных клеток и ухудшения состояния иммунной системы."
Другие,2290,7,Сыворотка,"Вальпроевая кислота, количественно","Вальпроевая кислота – противосудорожное лекарственное средство. Широко применяется для лечения разных видов эпилепсии у взрослых и детей (больших и малых приступов, миоклонической, тонико-клонической и биполярной формы)."
Другие,5490,5,Моча,"Вредные привычки (комплексно в моче): алкоголь, никотин, психотропные и наркотические вещества, психоактивные лекарственные вещества (метод ГХ-МС)","Исследование включает определение в моче: никотина, алкоголя, декстрометорфана, тарена, кетамина, каннабиоидов, героина, ДОБ, ЛСД, Кодеина, Фенциклидина, Котинина. Это может потребоваться для оценки состояния пациента с последующим назначением лечения."
Другие,4490,3,Клещ,"Выявление РНК/ДНК возбудителей клещевых инфекций: клещевого энцефалита, клещевого бореллиоза, гранулоцитарного анаплазмоза, моноцитарного эрлихиоза","В данных исследованиях проводится выявление в клеще специфических фрагментов РНК или ДНК возбудителей инфекционных заболеваний, которые переносятся клещами: вирус клещевого энцефалита (Tick-borne encephalitis Virus, TBEV)– возбудитель клещевого энцефалита; боррелии (Borrelia burgdorferi s.l.) – возбудитель боррелиоза – болезни Лайма; анаплазмы (Anaplasma phagocytophilum) – возбудитель гранулоцитарного анаплазмоза человека; эрлихии (Ehrlichia chaffeensis/E.muris-FL) – возбудитель эрлихиоза."
Другие,1700,10,Кровь ЭДТА,"Гемохроматоз (HFE: H63D, S65C, C282Y) (3)","Генетическое исследование направлено на выявление основных мутаций в гене, ответственном за развитие наследственного гемохроматоза, который приводит в повышенному всасыванию железа Результаты исследования позволяют выявить причину развития данной патологии и назначить своевременное адекватное лечение."
Другие,11990,6,Кровь ЭДТА,"Генетика невынашивания беременности (F II, F V, F GB beta, MTHFR, MTR, MTRR, PAI-I (SERPINE1), ITGA(GPIA), TGB3 (GPIIIa) (9), определение гомоцистеина",Исследование генетических факторов невынашивания беременности и патологии плода. Исследование позволяет выявить генетические причины нарушений и выбрать подходящее лечение.
Другие,8990,10,Кровь ЭДТА,"Генетический риск развития тромбофилии, тромбоэмболии (FII, FV, FVII, FGB, ITGB3 (GPIIIa), ITGA2 (GPIA), PAI-I (SERPINE), MTHFR (2), FXIII) (10)","Комплексный генетический анализ, который позволяет определить риск развития тромбофилии. Он представляет собой молекулярно-генетическое исследование генов факторов свертываемости крови и ферментов обмена гомоцистеина, изменение активности которых напрямую или опосредованно обуславливают склонность к повышенному тромбообразованию."
Другие,2990,9,Кровь,Гистамин (кровь),"Гистамин относится к биогенным аминам. Он отвечает за развитие аллергических реакций I типа, а также является медиатором воспалительных процессов. Концентрация гистамина в крови является показателем клинических форм мастоцитоза, что выступает маркером миелопролиферативных заболеваний при концентрации тучных клеток."
Другие,2690,9,Суточная моча,Гистамин в суточной моче,"Гистамин относится к биогенным аминам, содержащимся в лейкоцитах и тучных клетках. При отсутствии патологий в организме вещество неактивно. При ухудшении состояния гистамин высвобождается, что может приводить к застою крови в капиллярах, спазмам мышц, сгущению крови, отечности тканей, повышению артериального давления, аллергии, злокачественным опухолям желудочно-кишечного тракта. Анализ на гистамины проводится по направлению лечащего врача."
Другие,790,1,Кровь с EDTA,Группа крови + Резус-фактор,"Комплексное исследование, позволяющее оценить принадлежность крови пациента к одной из групп по системе ABO и определить наличие/отсутствие Rh-антигена."
Другие,1590,1,Кровь с цитратом,Д-димер,"D-димер – это белковый фрагмент, который образуется при растворении кровяного сгустка, возникающего при свертывании крови. Он является маркером тромбообразования, так как при этом процессе вместе с возникновением тромбов запускается и их растворение с образованием D-димеров."
Другие,590,1,Кровь с EDTA и разделительным гелем,ДНК вируса Эпштейна-Барр,"Молекулярно-генетическое исследование, позволяющее выявить в крови ДНК возбудителя инфекционного мононуклеоза – вируса Эпштейна – Барр."
Другие,690,5,Кровь с EDTA и разделительным гелем,"ДНК вируса Эпштейна-Барр, колич","Комплексное исследование, направленное на обнаружение генетического материала (ДНК) цитомегаловируса, вирус Эпштейна – Барр методом полимеразной цепной реакции в режиме реального времени."
Другие,1190,2,Кровь с EDTA и разделительным гелем,ДНК вируса гепатита B,"ДНК вируса гепатита B - это исследование для индикации HBV ДНК также позволяет диагностировать гепатит, вызванный мутантными штаммами HBV, при которых не выявляются другие маркеры."
Другие,2790,3,Кровь с EDTA и разделительным гелем,"ДНК вируса гепатита B, колич","ДНК вируса гепатита B, количественно - это исследование для выявления возбудителя гепатита B (HBV), в ходе которого с помощью метода полимеразной цепной реакции в реальном времени (РТ-ПЦР) определяется наличие генетического материала (ДНК) вируса и его количество (вирусная нагрузка) в образце крови."
Другие,490,1,Кровь с EDTA и разделительным гелем,ДНК вируса герпеса VI типа,"Вирус герпеса типа 6 представляет собой ДНК-содержащий вирус, относящийся к семейству гер-песвирусов. Вирус герпеса типа 6 имеет биологическое и генетическое сродство с цитомегаловирусом. Выделяют два подтипа вируса: подтип В вызывает розеолу, лихорадку без сыпи, фебрильные судороги и менингит у детей; подтип А связывают с синдромом хронической усталости, рассеянным склерозом и прогрессированием ВИЧ-инфекции."
Другие,690,2,Кровь с EDTA и разделительным гелем,ДНК микобактерии туберкулеза (Mycobacterium tuberculosis),"Туберкулез – инфекционное заболевание человека и животных, передающееся преимущественно воздушно-капельным путем. Риск заразиться повышает подавление иммунитета, вызванное ВИЧ/СПИДом, диабетом, заболеванием почек, трансплантацией органов и применением иммуносупрессоров, беременностью, старением."
Другие,790,1,Кровь с EDTA и разделительным гелем,ДНК токсоплазмы (Toxoplasma gondii),"Токсоплазма гондии – это одноклеточный паразитарный микроорганизм, который обнаруживается в земле и в организме некоторых животных и способен вызывать инфекционное заболевание токсоплазмоз."
Другие,590,2,Кровь с EDTA и разделительным гелем,ДНК цитомегаловируса,"ДНК цитомегаловируса - выявление возбудителя цитомегаловирусной инфекции (Cytomegalovirus), в ходе которого определяется генетический материал (ДНК) цитомегаловируса."
Другие,1290,6,Суточная моча,Дофамин в суточной моче,"Дофамин вырабатывается надпочечниками. Вещество отвечает за адаптацию организма к стрессам. Дофамин относится к катехоламинам, которые выводятся с мочой. Для проведения анализов требуется суточный сбор, что дает возможность оценить состояние надпочечников, выявить опухоли. В ряде случаев увеличение дофамина в моче может свидетельствовать не только о злокачественных опухолях, но и о гипертонических кризах."
Другие,6390,4,Сыворотка,"Иммунный статус, базовый","Анализ на иммунный статус относится к методам лабораторной диагностики заболеваний иммунной системы. Базовое исследование направлено на изучение основных параметров клеточного и гуморального иммунитета. В него входит: Лейкоциты (абс.кол-во), Лейкоцитарно-Т-лимфоцитарный индекс, CD3+ (абс. и относит. кол-во), 0-лимфоциты (абс. и относит. кол-во), CD19+ (абс. и относит. кол-во), CD16/56+ (абс. и относит. кол-во), CD3/16/56+ (абс. и относит. кол-во), CD3/4+ (абс. и относит. кол-во), CD3/8+ (абс. и относит. кол-во), CD4+/CD8+ (абс. и относит. кол-во), Иммунорегуляторный индекс CD4/CD8, Лимфоциты относит. кол-во), IgG, IgM, IgA, С3 компонент комплемента, С4 компонент комплемента.
Важно! Сдать данный комплекс можно только с понедельника по среду."
Другие,12000,4,Сыворотка,"Иммунный статус, расширенный","Комплекс направлен на определение параметров клеточного и гуморального иммунитета, а также фагоцитарной активности лейкоцитов. В него входят: Лейкоциты (абс.кол-во), Лейкоцитарно-Т-лимфоцитарный индекс, CD3+ (абс. и относит. кол-во), 0-лимфоциты (абс. и относит. кол-во), CD19+ (абс. и относит. кол-во), CD16/56+ (абс. и относит. кол-во), CD3/16/56+ (абс. и относит. кол-во), CD3/4+ (абс. и относит. кол-во), CD3/8+ (абс. и относит. кол-во), CD4+/CD8+ (абс. и относит. кол-во), Иммунорегуляторный индекс CD4/CD8, Лимфоциты относит. кол-во), IgG, IgM, IgA, С3 компонент комплемента, С4 компонент комплемента.
Важно! Данный комплекс можно сдать только с понедельника по среду."
